Source	Target	lang	xml	role	resp	name	Key	page
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	165
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	167
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	169
Tomeo (1824)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	172
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	174
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	175
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	179
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	180
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	181
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	183
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	184
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	185
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	185
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	185
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	186
Benucci (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	186
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	186
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	187
Fontanella (1806)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	188
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	189
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	190
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	192
Tomeo (1824)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	193
Pescatori (1874)	Horace	it	quote			Jupiter illa piae secrevit littora genti…	Horace (0065-0008 av. J.-C.)	195
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	195
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	198
Benucci (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	199
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	202
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	202
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	209
Tomeo (1825)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	212
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	216
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	216
Durante (1853)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	217
Fontanella (1806)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	217
Fontanella (1806)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	218
Fontanella (1806)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	224
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	225
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	226
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	226
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	227
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	229
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	229
Tomeo (1825)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	229
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	233
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	240
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	242
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	243
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	244
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	246
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	247
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	247
Fontanella (1806)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	247
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	248
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	248
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	249
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	250
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	251
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	252
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	255
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	268
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	271
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	271
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	272
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	272
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	273
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	275
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	276
Pescatori (1875)	Horace	it	quote			Olim truncus eram…	Horace (0065-0008 av. J.-C.)	276
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	276
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	276
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	277
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	277
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	278
Benucci (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	287
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	291
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	302
Durante (1853)	Horace	it				Orat.	Horace (0065-0008 av. J.-C.)	306
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	306
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	307
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	307
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	309
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	311
Durante (1853)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	317
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	319
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	319
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	320
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	323
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	323
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	324
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	332
Fontanella (1806)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	334
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	335
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	344
Pescatori (1875)	Horace	it	quote			De Arte poet.	Horace (0065-0008 av. J.-C.)	348
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	348
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	348
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	351
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	351
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	352
Fontanella (1806)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	356
Thouar (1861)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	363
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	367
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	368
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	370
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	370
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	372
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	373
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	374
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	375
Fontanella (1806)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	375
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	375
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	378
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	379
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	380
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	381
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	381
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	382
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	384
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	390
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	401
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	406
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	406
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	418
Fontanella (1806)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	428
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	434
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	455
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	459
Pescatori (1875)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	461
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	461
Pescatori (1875)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	488
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	488
Pescatori (1875)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	503
Benucci (1874)	Huet	it				Mons. Huet	Huet, Pierre-Daniel (1630-1721)	56
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	115
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	124
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	140
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	143
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	145
Fontanella (1806)	Huet	it				Huet.	Huet, Pierre-Daniel (1630-1721)	159
Benucci (1874)	Hugo	it	quote			V. Hugo	Hugo, Victor (1802-1885)	4
Benucci (1874)	Hugo	it	quote			V. Hugo	Hugo, Victor (1802-1885)	5
Leoni (1855)	Humboldt	it				Vumboldt	Humboldt, Wilhelm von (1767-1835)	13
Pescatori (1874)	Humboldt	it	quote			Humboldt	Humboldt, Wilhelm von (1767-1835)	88
Pescatori (1874)	Humboldt	it	quote			lo stesso autore [Humboldt]	Humboldt, Wilhelm von (1767-1835)	89
Pescatori (1874)	Hume	it				Hume	Hume, David (1711-1776)	127
Pescatori (1874)	Hutton	it				Hutton	Hutton, James (1726-1797)	76
Pescatori (1874)	Hutton	it				Hutton	Hutton, James (1726-1797)	157
Pescatori (1874)	Hutton	it				Hutton	Hutton, James (1726-1797)	157
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	41
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	45
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	53
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	59
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	72
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	73
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	73
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	74
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	81
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	82
Durante (1853)	Hygin	it				Hyg.	Hygin (01..?-01..?)	89
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	97
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	110
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	110
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	130
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	132
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	135
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	142
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	144
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	154
Benucci (1874)	Hygin	it	quote			Igino	Hygin (01..?-01..?)	160
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	160
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	161
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	165
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	171
Durante (1853)	Hygin	it				Hyg.	Hygin (01..?-01..?)	173
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	192
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	208
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	209
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	214
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	222
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	223
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	224
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	225
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	227
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	230
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	231
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	235
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	243
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	244
Durante (1853)	Hygin	it				Hyg.	Hygin (01..?-01..?)	245
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	246
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	250
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	256
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	256
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	263
Benucci (1874)	Hygin	it				Igino	Hygin (01..?-01..?)	266
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	269
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	270
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	291
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	291
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	299
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	299
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	301
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	315
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	319
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	326
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	336
Durante (1853)	Hygin	it				Hygin.	Hygin (01..?-01..?)	342
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	348
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	368
Durante (1853)	Hygin	it				Hyg.	Hygin (01..?-01..?)	370
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	375
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	380
Fontanella (1806)	Hygin	it				Igino	Hygin (01..?-01..?)	383
Durante (1853)	Hygin	it				Igino	Hygin (01..?-01..?)	384
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	393
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	397
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	399
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	403
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	403
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	421
Fontanella (1806)	Hygin	it				Hyg.	Hygin (01..?-01..?)	449
Benucci (1874)	Hygin	it				Egino	Hygin (01..?-01..?)	V
Benucci (1874)	Ibycos	it	quote			Ibico	Ibycos (05..-05.. av. J.-C.)	30
Fontanella (1806)	Ictinos	it				Ittino	Ictinos (04..?-04..? av. J.-C.)	388
Tomeo (1825)	Inscription grecque	it	quote			Una nostra Greca antica iscrizione	Inscription grecque	225
Tomeo (1825)	Inscription latine	it	quote			l'antichissima iscrizione	Inscription latine	220
Tomeo (1825)	Inscription latine	it	quote			Una antica inscrizione	Inscription latine	227
Tomeo (1825)	Inscription latine	it	quote			una lapida col motto	Inscription latine	228
Tomeo (1825)	Inscription latine	it	quote			Una insigne inscrizione scritta a caratteri cubitali	Inscription latine	235
Tomeo (1825)	Inscription latine	it	quote			antichissima iscrizione ritrovata sul colle di Posilipo	Inscription latine	238
Tomeo (1825)	Inscription latine	it	quote			una nostra iscrizione	Inscription latine	242
Fontanella (1806)	Inscription latine	it				Iscrizione da una tavola di bronzo con due figure	Inscription latine	307
Fontanella (1806)	Isée	it				Isaeum	Isée (0420?-0350? av. J.-C.)	102
Fontanella (1806)	Isée	it				Isaeus	Isée (0420?-0350? av. J.-C.)	247
Fontanella (1806)	Isidore de Séville	it				Isidoro	Isidore de Séville (saint ; 0560?-0636)	52
Fontanella (1806)	Isidore de Séville	it				Isid.	Isidore de Séville (saint ; 0560?-0636)	122
Fontanella (1806)	Isidore de Séville	it				Isidor.	Isidore de Séville (saint ; 0560?-0636)	205
Durante (1853)	Isidore de Séville	it				S. Isid.	Isidore de Séville (saint ; 0560?-0636)	291
Fontanella (1806)	Isidore de Séville	it				Isidor.	Isidore de Séville (saint ; 0560?-0636)	321
Fontanella (1806)	Isocrate	it				Isocrat.	Isocrate (0435?-0338 av. J.-C.)	64
Leoni (1855)	Jablonski	it				Iablonski	Jablonski, Paul Ernst (1693-1757)	26
Leoni (1855)	Jamblique	it				Giamblico	Jamblique (0250?-0330?)	16
Tomeo (1824)	Jamblique	it				Giamblico	Jamblique (0250?-0330?)	56
Durante (1853)	Jamblique	it				Iamblich.	Jamblique (0250?-0330?)	241
Durante (1853)	Jamblique	it				Iamblich.	Jamblique (0250?-0330?)	246
Benucci (1874)	Jean de Lydie	it				Lidio	Jean de Lydie (0490-0565?)	144
Tomeo (1824)	Jérôme	it	quote			S. Girolamo	Jérôme (saint ; 0345?-0420)	18
Pescatori (1874)	Jérôme	it				San Girolamo	Jérôme (saint ; 0345?-0420)	235
Benucci (1874)	Jérôme	it				S. Girolamo	Jérôme (saint ; 0345?-0420)	259
Benucci (1874)	Johannes de Sacro Bosco	it				Sacrobosco	Johannes de Sacro Bosco (11..-1256?)	XXV
Benucci (1874)	Johannes de Sacro Bosco	it				Sacrobosco	Johannes de Sacro Bosco (11..-1256?)	XXV
Fontanella (1806)	Jouvancy	it				Jouvency Not. Epigr. 37 l. 5 Martial.	Jouvancy, Joseph de (1643-1719)	128
Thouar (1861)	Jozzelli	it	quote			J. Jozzelli	Jozzelli, Jacopo (18..?-1853)	158
Durante (1853)	Justin	it				Iust.	Justin (historien ; 02..-02..)	58
Benucci (1874)	Justin	it				Giustino	Justin (historien ; 02..-02..)	74
Durante (1853)	Justin	it				Iustin.	Justin (historien ; 02..-02..)	137
Durante (1853)	Justin	it				Justin.	Justin (historien ; 02..-02..)	231
Durante (1853)	Justin	it				Giustino	Justin (historien ; 02..-02..)	270
Benucci (1874)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	12
Durante (1853)	Juvénal	it				Juven.	Juvénal (0060?-0130?)	34
Benucci (1874)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	56
Pescatori (1874)	Juvénal	it	quote			Giovenale	Juvénal (0060?-0130?)	64
Durante (1853)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	65
Benucci (1874)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	90
Durante (1853)	Juvénal	it				Iuven.	Juvénal (0060?-0130?)	103
Tomeo (1824)	Juvénal	it	quote			Giovenale	Juvénal (0060?-0130?)	107
Fontanella (1806)	Juvénal	it				Juven.	Juvénal (0060?-0130?)	120
Fontanella (1806)	Juvénal	it				Iuven.	Juvénal (0060?-0130?)	152
Durante (1853)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	163
Pescatori (1874)	Juvénal	it	quote			Giovenale	Juvénal (0060?-0130?)	175
Benucci (1874)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	178
Benucci (1874)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	196
Fontanella (1806)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	244
Durante (1853)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	273
Durante (1853)	Juvénal	it				Iuven.	Juvénal (0060?-0130?)	273
Fontanella (1806)	Juvénal	it				Iuven.	Juvénal (0060?-0130?)	295
Durante (1853)	Juvénal	it				Giovenale	Juvénal (0060?-0130?)	378
Pescatori (1875)	Juvénal	it	quote			Giovenale	Juvénal (0060?-0130?)	509
Pescatori (1874)	Kempelen	it				barone di Kempelen	Kempelen, Wolfgang von (1734-1804)	153
Pescatori (1874)	Kepler	it				Kepler	Kepler, Johannes (1571-1630)	100
Fontanella (1806)	Kipping	it				Kipping.	Kipping, Heinrich (1623-1678)	137
Benucci (1874)	Kirchner	it				il padre Kirker	Kirchner, Ambrosius (150.?-1560?)	264
Durante (1853)	Krebs	it				Krebsio	Krebs, Johann Tobias (1718-1782)	164
Durante (1853)	La Chausse	it				De La Chausse	La Chausse, Michel-Ange de (1660-1724)	185
Durante (1853)	La Chausse	it	quote			De La Chausse	La Chausse, Michel-Ange de (1660-1724)	187
Durante (1853)	La Chausse	it				De La Chausse	La Chausse, Michel-Ange de (1660-1724)	246
Durante (1853)	La Chausse	it				De La Chausse	La Chausse, Michel-Ange de (1660-1724)	297
Durante (1853)	La Chausse	it				Mus. Rom. tom. I	La Chausse, Michel-Ange de (1660-1724)	345
Durante (1853)	La Chausse	it				Mus. Rom. tom. I	La Chausse, Michel-Ange de (1660-1724)	348
Leoni (1855)	La Lande	it				Lalande	La Lande, Jérôme de (1732-1807)	16
Thouar (1861)	La Mennais	it	quote			Lamennais	La Mennais, Félicité de (1782-1854)	371
Fontanella (1806)	La Rue	it				Carol. Ruaeus Not. ad Virg. Aeneid.	La Rue, Charles de (1643-1725)	40
Fontanella (1806)	La Rue	it				Carol. Ruaeus Not. ad Virg. Aeneid.	La Rue, Charles de (1643-1725)	41
Fontanella (1806)	La Rue	it				Carol. Ruaeus	La Rue, Charles de (1643-1725)	145
Durante (1853)	Labus	it				Labus. Mus. di Mantova. vol. III. fav. 13	Labus, Giovanni (1775-1853)	162
Tomeo (1824)	Lactance	it	quote			Lattanzio Firmiano	Lactance (0260?-032.?)	10
Fontanella (1806)	Lactance	it				Lactant.	Lactance (0260?-032.?)	42
Fontanella (1806)	Lactance	it				Lactant.	Lactance (0260?-032.?)	43
Leoni (1855)	Lactance	it	quote			Lattanzio	Lactance (0260?-032.?)	46
