Source	Target	lang	xml	role	resp	name	Key	page
Benucci (1874)	Solin	it				Solino	Solin (02..-02..)	220
Benucci (1874)	Solin	it				Solino	Solin (02..-02..)	237
Benucci (1874)	Solin	it				Solino	Solin (02..-02..)	279
Benucci (1874)	Solin	it				Solino	Solin (02..-02..)	279
Pescatori (1875)	Solin	it				Solino	Solin (02..-02..)	475
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	14
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	23
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	88
Durante (1853)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	92
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	132
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	144
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	147
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	149
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	149
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	149
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	151
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	164
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	166
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	192
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	192
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	192
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	201
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	201
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	202
Fontanella (1806)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	217
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	221
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	221
Fontanella (1806)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	221
Fontanella (1806)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	221
Durante (1853)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	235
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	245
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	252
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	252
Benucci (1874)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	252
Durante (1853)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	255
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	265
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	270
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	270
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	279
Benucci (1874)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	279
Thouar (1861)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	332
Fontanella (1806)	Sophocle	it				Sophocl.	Sophocle (0496?-0406 av. J.-C.)	391
Pescatori (1875)	Sophocle	it	quote			Sofocle	Sophocle (0496?-0406 av. J.-C.)	396
Fontanella (1806)	Sophocle	it				Sofocle	Sophocle (0496?-0406 av. J.-C.)	412
Thouar (1861)	Sostrate de Cnide	it				Sostrate	Sostrate de Cnide (03..?-02..? av. J.-C.)	74
Durante (1853)	Spagnoli	it				Mantuan	Spagnoli, Battista (1447-1516)	206
Durante (1853)	Spanheim	it				Spanhem	Spanheim, Ezechiel (1629-1710)	184
Durante (1853)	Spanheim	it				Spanhem	Spanheim, Ezechiel (1629-1710)	268
Durante (1853)	Spanheim	it				Spanh.	Spanheim, Ezechiel (1629-1710)	317
Durante (1853)	Spanheim	it				Spanheim	Spanheim, Ezechiel (1629-1710)	383
Benucci (1874)	Spartianus	it				Sparziano	Spartianus, Aelius (03..?-03..?)	306
Benucci (1874)	Spartianus	it				Sparziano	Spartianus, Aelius (03..?-03..?)	306
Benucci (1874)	Spartianus	it				Sparziano	Spartianus, Aelius (03..?-03..?)	306
Leoni (1855)	Speusippe	it				Speusippo	Speusippe (0393-0339 av. J.-C.)	27
Durante (1853)	Spon	it				Spon	Spon, Jacob (1647-1685)	167
Benucci (1874)	Spon	it				Spon	Spon, Jacob (1647-1685)	293
Durante (1853)	Sponde	it				Spondano	Sponde, Jean de (1557-1595)	107
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	48
Durante (1853)	Stace	it				Stat.	Stace (0040?-0096)	50
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	51
Durante (1853)	Stace	it				Stazio	Stace (0040?-0096)	79
Durante (1853)	Stace	it				Stazio	Stace (0040?-0096)	91
Pescatori (1874)	Stace	it	quote			Stazio	Stace (0040?-0096)	108
Durante (1853)	Stace	it				Stat.	Stace (0040?-0096)	112
Durante (1853)	Stace	it				Stazio	Stace (0040?-0096)	112
Durante (1853)	Stace	it				Stazio	Stace (0040?-0096)	132
Thouar (1861)	Stace	it				Stazio	Stace (0040?-0096)	133
Tomeo (1824)	Stace	it				Stazio	Stace (0040?-0096)	148
Pescatori (1874)	Stace	it	quote			Stazio	Stace (0040?-0096)	166
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	185
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	194
Benucci (1874)	Stace	it				Stazio	Stace (0040?-0096)	200
Benucci (1874)	Stace	it				Stazio	Stace (0040?-0096)	202
Tomeo (1825)	Stace	it	quote			Stazio	Stace (0040?-0096)	216
Tomeo (1825)	Stace	it	quote			Stazio	Stace (0040?-0096)	219
Tomeo (1825)	Stace	it				Stazio	Stace (0040?-0096)	219
Tomeo (1825)	Stace	it				Stazio	Stace (0040?-0096)	222
Tomeo (1825)	Stace	it	quote			Stazio	Stace (0040?-0096)	224
Tomeo (1825)	Stace	it				Stazio	Stace (0040?-0096)	231
Tomeo (1825)	Stace	it	quote			Stazio	Stace (0040?-0096)	233
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	239
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	272
Pescatori (1875)	Stace	it				Stazio	Stace (0040?-0096)	329
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	351
Durante (1853)	Stace	it	quote			Stazio	Stace (0040?-0096)	365
Durante (1853)	Stace	it				Stat.	Stace (0040?-0096)	375
Durante (1853)	Stace	it				Stazio	Stace (0040?-0096)	375
Fontanella (1806)	Stace	it				Stazio	Stace (0040?-0096)	383
Pescatori (1875)	Stace	it				Stazio	Stace (0040?-0096)	398
Fontanella (1806)	Stace	it				Stat.	Stace (0040?-0096)	416
Pescatori (1875)	Stace	it				Stazio	Stace (0040?-0096)	475
Pescatori (1875)	Stace	it				Stazio	Stace (0040?-0096)	511
Pescatori (1875)	Stace	it				Stazio	Stace (0040?-0096)	511
Durante (1853)	Stésichore	it				Stesicoro	Stésichore (0640?-0550? av. J.-C.)	90
Benucci (1874)	Stésichore	it				Stesicore	Stésichore (0640?-0550? av. J.-C.)	147
Pescatori (1874)	Stésichore	it				Stesicoro	Stésichore (0640?-0550? av. J.-C.)	149
Fontanella (1806)	Stésichore	it				Stesicoro	Stésichore (0640?-0550? av. J.-C.)	224
Benucci (1874)	Stésichore	it				Stesicoro	Stésichore (0640?-0550? av. J.-C.)	294
Benucci (1874)	Strabon	it	quote			Strabone	Strabon (0060? av. J.-C.-0020?)	3
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	28
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	35
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	39
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	40
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	40
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	43
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	45
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	56
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	57
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	58
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	59
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	59
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	88
Durante (1853)	Strabon	it				Strabon.	Strabon (0060? av. J.-C.-0020?)	112
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	122
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	126
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	127
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	136
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	136
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	137
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	148
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	159
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	166
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	183
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	186
Tomeo (1825)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	217
Tomeo (1825)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	239
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	243
Pescatori (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	244
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	254
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	258
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	265
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	278
Pescatori (1875)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	287
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	294
Benucci (1874)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	306
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	309
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	355
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	355
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	362
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	362
Durante (1853)	Strabon	it				Strabone	Strabon (0060? av. J.-C.-0020?)	363
Durante (1853)	Strabon	it				Strab.	Strabon (0060? av. J.-C.-0020?)	375
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	16
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	29
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	31
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	46
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	85
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	92
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	119
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	137
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	189
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	215
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	215
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	239
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	247
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	253
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	255
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	261
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	263
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	280
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	284
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	295
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	298
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	307
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	320
Thouar (1861)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	322
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	324
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	336
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	341
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	356
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	366
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	371
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	391
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	393
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	398
Fontanella (1806)	Strabon	it				Strab.	Strabon (0060?-0020? av. J.-C.)	403
Pescatori (1875)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	405
Fontanella (1806)	Strabon	it				Strabone	Strabon (0060?-0020? av. J.-C.)	450
Pescatori (1874)	Strafforello	it				Gustavo Strafforello	Strafforello, Gustavo (1820-....)	201
Benucci (1874)	Strocchi	it				Dionigi Strocchi	Strocchi, Dionigi (1762-1850)	28
Benucci (1874)	Strocchi	it	quote	translator		Dionigi Strocchi	Strocchi, Dionigi (1762-1850)	103
Benucci (1874)	Strocchi	it	quote	translator		D. Strocchi	Strocchi, Dionigi (1762-1850)	105
Benucci (1874)	Strocchi	it	quote	translator		D. Strocchi	Strocchi, Dionigi (1762-1850)	106
Benucci (1874)	Strocchi	it	quote	translator		Dionigio Strocchi	Strocchi, Dionigi (1762-1850)	189
Benucci (1874)	Strocchi	it	quote	translator		Dionigio Strocchi	Strocchi, Dionigi (1762-1850)	190
Benucci (1874)	Strocchi	it	quote	translator		Dionigio Strocchi	Strocchi, Dionigi (1762-1850)	222
Benucci (1874)	Strocchi	it	quote	translator		Dionigi Strocchi	Strocchi, Dionigi (1762-1850)	224
Benucci (1874)	Strocchi	it	quote	translator		D. Strocchi	Strocchi, Dionigi (1762-1850)	233
Benucci (1874)	Strocchi	it	quote	translator		D. Strocchi	Strocchi, Dionigi (1762-1850)	235
Benucci (1874)	Strocchi	it	quote	translator		Dionigi Strocchi	Strocchi, Dionigi (1762-1850)	300
Benucci (1874)	Strocchi	it	quote	translator		Dionigi Strocchi	Strocchi, Dionigi (1762-1850)	301
Fontanella (1806)	Suétone	it				Sueton.	Suétone (0069?-0126?)	22
Fontanella (1806)	Suétone	it				Sueton.	Suétone (0069?-0126?)	32
Durante (1853)	Suétone	it				Svet.	Suétone (0069?-0126?)	63
Fontanella (1806)	Suétone	it				Sueton.	Suétone (0069?-0126?)	77
Benucci (1874)	Suétone	it				Svetonio	Suétone (0069?-0126?)	80
Fontanella (1806)	Suétone	it				Sueton.	Suétone (0069?-0126?)	205
Benucci (1874)	Suétone	it				Svetonio	Suétone (0069?-0126?)	209
Benucci (1874)	Suétone	it				Svetonio	Suétone (0069?-0126?)	230
Durante (1853)	Suétone	it				Sveton.	Suétone (0069?-0126?)	236
Fontanella (1806)	Suétone	it				Suetonio	Suétone (0069?-0126?)	285
Benucci (1874)	Suétone	it				Svetonio	Suétone (0069?-0126?)	307
Durante (1853)	Suétone	it				Svetonio	Suétone (0069?-0126?)	368
Tomeo (1824)	Suidas	it				Suida	Suidas (0976?-1028?)	8
Fontanella (1806)	Suidas	it				Suidas	Suidas (0976?-1028?)	93
Durante (1853)	Suidas	it				Suida	Suidas (0976?-1028?)	96
Fontanella (1806)	Suidas	it				Suidas	Suidas (0976?-1028?)	102
Durante (1853)	Suidas	it	quote			Suid.	Suidas (0976?-1028?)	126
Fontanella (1806)	Suidas	it				Suida	Suidas (0976?-1028?)	130
Pescatori (1874)	Suidas	it				Suida	Suidas (0976?-1028?)	136
Fontanella (1806)	Suidas	it				Suidas	Suidas (0976?-1028?)	145
Fontanella (1806)	Suidas	it				Suidas	Suidas (0976?-1028?)	145
Benucci (1874)	Suidas	it				Suida	Suidas (0976?-1028?)	218
Tomeo (1825)	Suidas	it				Suida	Suidas (0976?-1028?)	227
Benucci (1874)	Suidas	it				Suida	Suidas (0976?-1028?)	299
Fontanella (1806)	Suidas	it				Suida	Suidas (0976?-1028?)	317
Fontanella (1806)	Suidas	it				Suid.	Suidas (0976?-1028?)	355
Fontanella (1806)	Suidas	it				Suid.	Suidas (0976?-1028?)	387
Durante (1853)	Symmaque	it				Symmach.	Symmaque (0340-0405?)	388
Leoni (1855)	Tacite	it				Tacito	Tacite (0055?-0120?)	13
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	55
Durante (1853)	Tacite	it				Tacit.	Tacite (0055?-0120?)	62
Durante (1853)	Tacite	it				Tacit.	Tacite (0055?-0120?)	63
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	72
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	75
Durante (1853)	Tacite	it				Tacito	Tacite (0055?-0120?)	164
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	210
Durante (1853)	Tacite	it				Tacito	Tacite (0055?-0120?)	210
Durante (1853)	Tacite	it				Tacito	Tacite (0055?-0120?)	217
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	226
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	226
Pescatori (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	245
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	332
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	338
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	339
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	339
Fontanella (1806)	Tacite	it				Tacit.	Tacite (0055?-0120?)	340
Benucci (1874)	Tacite	it				Tacito	Tacite (0055?-0120?)	V
Pescatori (1874)	Tasso	it	quote			… ove più versi Di sur dolcezze il lusinghier Parnaso	Tasse, Le (1544-1595)	7
Pescatori (1874)	Tasso	it				Tasso	Tasse, Le (1544-1595)	7
Durante (1853)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	14
Pescatori (1874)	Tasso	it	quote			Di poema degnissima e di storia	Tasse, Le (1544-1595)	30
Benucci (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	31
Pescatori (1874)	Tasso	it				Tasso	Tasse, Le (1544-1595)	54
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	84
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	94
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	96
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	108
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	108
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	126
Benucci (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	129
Tomeo (1824)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	135
Thouar (1861)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	142
Durante (1853)	Tasso	it	quote			Torquato	Tasse, Le (1544-1595)	146
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	162
Pescatori (1874)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	180
Durante (1853)	Tasso	it				Tasso	Tasse, Le (1544-1595)	198
Pescatori (1875)	Tasso	it				Tasso	Tasse, Le (1544-1595)	271
Pescatori (1875)	Tasso	it				Tasso	Tasse, Le (1544-1595)	323
Pescatori (1875)	Tasso	it	quote			Valente di consiglio e pro'di mano	Tasse, Le (1544-1595)	363
Pescatori (1875)	Tasso	it	quote			Tra giovane e fanciullo età confine…	Tasse, Le (1544-1595)	435
Pescatori (1875)	Tasso	it	quote			Debil'aura di fama appena giunge	Tasse, Le (1544-1595)	442
Pescatori (1875)	Tasso	it				Tasso	Tasse, Le (1544-1595)	466
Pescatori (1875)	Tasso	it				Tasso	Tasse, Le (1544-1595)	470
Testi (1831)	Tasso	it	quote			Tasso	Tasse, Le (1544-1595)	IX
Benucci (1874)	Tasso	it				Tasso	Tasse, Le (1544-1595)	XXIV
Pescatori (1874)	Térence	it				Terent.	Térence (0190?-0159 av. J.-C.)	164
Durante (1853)	Térence	it				Terent.	Térence (0190?-0159 av. J.-C.)	307
Durante (1853)	Térence	it				Terenzio	Térence (0190?-0159 av. J.-C.)	325
Durante (1853)	Tertullien	it				Tertull.	Tertullien (0155?-0222?)	56
Fontanella (1806)	Tertullien	it				Tertul.	Tertullien (0155?-0222?)	97
Benucci (1874)	Tertullien	it				S. Tertulliano	Tertullien (0155?-0222?)	184
Fontanella (1806)	Tertullien	it				Tertul.	Tertullien (0155?-0222?)	207
Durante (1853)	Tertullien	it				Tertull.	Tertullien (0155?-0222?)	236
Pescatori (1874)	Tertullien	it				Tertulliano	Tertullien (0155?-0222?)	236
Fontanella (1806)	Tertullien	it				Tertull.	Tertullien (0155?-0222?)	321
Thouar (1861)	Tertullien	it	quote			Tertulliano Cecilio	Tertullien (0155?-0222?)	372
Thouar (1861)	Tertullien	it	quote			Tertulliano	Tertullien (0155?-0222?)	378
Fontanella (1806)	Tertullien	it				Tertull.	Tertullien (0155?-0222?)	416
Pescatori (1875)	Tertullien	it	quote			Tertulliano	Tertullien (0155?-0222?)	490
Pescatori (1875)	Testi	it				Fulvio Testi	Testi, Fulvio (1593-1646)	372
Pescatori (1875)	Testi	it	quote			Non già perchè figliuol fosse di Giove…	Testi, Fulvio (1593-1646)	372
Benucci (1874)	Thalès de Milet	it				Talete di Mileto	Thalès de Milet (0625?-0547? av. J.-C.)	14
Thouar (1861)	Thalès de Milet	it				Talete	Thalès de Milet (0625?-0547? av. J.-C.)	393
Fontanella (1806)	Théocrite	it				Theocrit.	Théocrite (0300?-0250? av. J.-C.)	45
Fontanella (1806)	Théocrite	it				Theocr.	Théocrite (0300?-0250? av. J.-C.)	210
Durante (1853)	Théocrite	it				Theo.	Théocrite (0300-0250 av. J.-C.)	69
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	145
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	147
Benucci (1874)	Théocrite	it	quote			Teocrito	Théocrite (0300-0250 av. J.-C.)	147
Durante (1853)	Théocrite	it				Teocrito	Théocrite (0300-0250 av. J.-C.)	147
Pescatori (1874)	Théocrite	it				Teocrito	Théocrite (0300-0250 av. J.-C.)	149
Durante (1853)	Théocrite	it				Teocrito	Théocrite (0300-0250 av. J.-C.)	194
Durante (1853)	Théocrite	it				Teocrito	Théocrite (0300-0250 av. J.-C.)	204
Fontanella (1806)	Théocrite	it				Teocrito	Théocrite (0300-0250 av. J.-C.)	403
Fontanella (1806)	Théopompe	it				Teopompo	Théopompe (0378?-0323? av. J.-C.)	252
Durante (1853)	Thucydide	it				Tucidide	Thucydide (0460?-0395? av. J.-C.)	62
Fontanella (1806)	Thucydide	it				Thuc.	Thucydide (0460?-0395? av. J.-C.)	75
Fontanella (1806)	Thucydide	it				Thuc.	Thucydide (0460?-0395? av. J.-C.)	102
Fontanella (1806)	Thucydide	it				Thucydid.	Thucydide (0460?-0395? av. J.-C.)	277
Durante (1853)	Thucydide	it				Thucyd.	Thucydide (0460?-0395? av. J.-C.)	321
Durante (1853)	Thucydide	it				Tucidide	Thucydide (0460?-0395? av. J.-C.)	333
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	12
Fontanella (1806)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	50
Pescatori (1874)	Tibulle	it				Tib.	Tibulle (0050?-0018? av. J.-C.)	55
Durante (1853)	Tibulle	it	quote			Tibull.	Tibulle (0050?-0018? av. J.-C.)	68
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	83
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	86
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	91
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	95
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	98
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	113
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	116
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	117
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	131
Durante (1853)	Tibulle	it				Tibull.	Tibulle (0050?-0018? av. J.-C.)	136
Durante (1853)	Tibulle	it				Tibullo	Tibulle (0050?-0018? av. J.-C.)	146
